participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.why_accept,player.other_accept,player.why_reject,player.other_reject,player.age,player.gender,player.major,player.political,player.gpa,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ybv7vbj0,,0,2,1,exitq,Survey,2022-09-28 23:21:41.121589+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,21,Man,"Business, Finance",Center,3.6,0,1,1,1wb861bq,,,,,0
2,wn4e9xgb,,0,2,1,exitq,Survey,2022-09-28 23:22:25.699525+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,23,Man,Social sciences,Right,3.5,0,1,1,1wb861bq,,,,,0
3,w8dpnvf8,,0,2,1,exitq,Survey,2022-09-28 23:22:29.794076+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,26,Man,"Science, technology, engineering and mathematics",Left,4.0,0,1,1,1wb861bq,,,,,0
4,ki3kxecz,,0,2,1,exitq,Survey,2022-09-28 23:21:57.844457+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Left,4.0,0,1,1,1wb861bq,,,,,0
5,jyhvrauc,,0,2,1,exitq,Survey,2022-09-28 23:22:23.069395+00:00,1,,,0,5,, To increase my own earnings,,To ensure fair payoffs,,20,Woman,Art and humanities,Left,3.9,0,1,1,1wb861bq,,,,,0
6,3i01vcg1,,0,2,1,exitq,Survey,2022-09-28 23:21:34.416263+00:00,1,,,0,6,, To increase my own earnings,when neither decision change anything, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Center,3.7,0,1,1,1wb861bq,,,,,0
7,d6zsgwy0,,0,2,1,exitq,Survey,2022-09-28 23:22:06.539049+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,19,Non-binary/gender diverse,Social sciences,Left,3.3,0,1,1,1wb861bq,,,,,0
8,wq4zil5b,,0,2,1,exitq,Survey,2022-09-28 23:21:29.731252+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,22,Woman,Social sciences,Left,3.7,0,1,1,1wb861bq,,,,,0
9,1nlp1bw3,,0,2,1,exitq,Survey,2022-09-28 23:22:04.569258+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Left,3.9,0,1,1,1wb861bq,,,,,0
10,44w1hy86,,0,2,1,exitq,Survey,2022-09-28 23:22:00.050237+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,18,Woman,Social sciences,Left,3.9,0,1,1,1wb861bq,,,,,0
11,wy365aqk,,0,2,1,exitq,Survey,2022-09-28 23:21:29.207647+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.6,0,1,1,1wb861bq,,,,,0
1,lnxudbfr,,0,2,1,exitq,Survey,2022-09-30 23:16:52.466713+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Center,3.9,0,1,1,f5ganm38,,,,,0
2,4lifgxcd,,0,2,1,exitq,Survey,2022-09-30 23:16:55.515334+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Left,3.8,0,1,1,f5ganm38,,,,,0
3,gyocngzh,,0,2,1,exitq,Survey,2022-09-30 23:16:53.491994+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.9,0,1,1,f5ganm38,,,,,0
4,dtguj7ad,,0,2,1,exitq,Survey,2022-09-30 23:16:52.423861+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,26,Woman,"Science, technology, engineering and mathematics",Left,3.4,0,1,1,f5ganm38,,,,,0
5,jgit2eer,,0,2,1,exitq,Survey,2022-09-30 23:16:48.140302+00:00,1,,,0,5,, To increase my own earnings,, To increase my own earnings,,21,Man,"Science, technology, engineering and mathematics",Center,3.3,0,1,1,f5ganm38,,,,,0
6,r9ym6qsd,,0,2,1,exitq,Survey,2022-09-30 23:16:53.903550+00:00,1,,,0,6,, To increase my own earnings,, To increase my own earnings,,21,Woman,"Science, technology, engineering and mathematics",Left,3.8,0,1,1,f5ganm38,,,,,0
7,883bmrxo,,0,2,1,exitq,Survey,2022-09-30 23:17:43.227756+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.4,0,1,1,f5ganm38,,,,,0
8,na8qvno2,,0,2,1,exitq,Survey,2022-09-30 23:17:21.096200+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.2,0,1,1,f5ganm38,,,,,0
9,ao1k81av,,0,2,1,exitq,Survey,2022-09-30 23:17:59.205342+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,21,Woman,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,f5ganm38,,,,,0
10,4ox9z4q4,,0,2,1,exitq,Survey,2022-09-30 23:16:52.929274+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.4,0,1,1,f5ganm38,,,,,0
11,wykk4eli,,0,2,1,exitq,Survey,2022-09-30 23:17:23.833159+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,23,Man,"Business, Finance",Center,3.2,0,1,1,f5ganm38,,,,,0
1,dbltta30,,0,2,1,exitq,Survey,2022-10-06 23:21:06.496692+00:00,1,,,0,1,,To help other participants ,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Center,3.8,0,1,1,62dskaqw,,,,,0
2,cxrw0igt,,0,2,1,exitq,Survey,2022-10-06 23:21:23.852164+00:00,1,,,0,2,,To ensure fair payoffs,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Center,3.0,0,1,1,62dskaqw,,,,,0
3,qwpk8rvr,,0,2,1,exitq,Survey,2022-10-06 23:21:38.484204+00:00,1,,,0,3,,To ensure fair payoffs,, To increase my own earnings,,18,Woman,Social sciences,Left,3.8,0,1,1,62dskaqw,,,,,0
4,s69xzjof,,0,2,1,exitq,Survey,2022-10-06 23:21:52.142760+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.8,0,1,1,62dskaqw,,,,,0
5,sv8j87mp,,0,2,1,exitq,Survey,2022-10-06 23:22:42.490001+00:00,1,,,0,5,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Left,3.5,0,1,1,62dskaqw,,,,,0
6,daumj4lk,,0,2,1,exitq,Survey,2022-10-06 23:21:44.792784+00:00,1,,,0,6,, To increase my own earnings,, To increase my own earnings,,22,Man,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,62dskaqw,,,,,0
7,jmr2fkuq,,0,2,1,exitq,Survey,2022-10-06 23:21:26.035960+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,20,Man,Social sciences,Left,4.0,0,1,1,62dskaqw,,,,,0
8,v26dj0en,,0,2,1,exitq,Survey,2022-10-06 23:21:02.575823+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,23,Woman,Social sciences,Left,3.9,0,1,1,62dskaqw,,,,,0
9,cc9g4on8,,0,2,1,exitq,Survey,2022-10-06 23:21:08.110006+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Left,3.1,0,1,1,62dskaqw,,,,,0
10,1on9qtgr,,0,2,1,exitq,Survey,2022-10-06 23:21:23.496254+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Center,3.7,0,1,1,62dskaqw,,,,,0
11,f4mq0szk,,0,2,1,exitq,Survey,2022-10-06 23:21:41.536429+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.7,0,1,1,62dskaqw,,,,,0
