participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.why_accept,player.other_accept,player.why_reject,player.other_reject,player.age,player.gender,player.major,player.political,player.gpa,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ybv7vbj0,,0,2,1,exitq,Survey,2022-09-28 23:21:41.121589+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,21,Man,"Business, Finance",Center,3.6,0,1,1,1wb861bq,,,,,0
2,wn4e9xgb,,0,2,1,exitq,Survey,2022-09-28 23:22:25.699525+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,23,Man,Social sciences,Right,3.5,0,1,1,1wb861bq,,,,,0
3,w8dpnvf8,,0,2,1,exitq,Survey,2022-09-28 23:22:29.794076+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,26,Man,"Science, technology, engineering and mathematics",Left,4.0,0,1,1,1wb861bq,,,,,0
4,ki3kxecz,,0,2,1,exitq,Survey,2022-09-28 23:21:57.844457+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Left,4.0,0,1,1,1wb861bq,,,,,0
5,jyhvrauc,,0,2,1,exitq,Survey,2022-09-28 23:22:23.069395+00:00,1,,,0,5,, To increase my own earnings,,To ensure fair payoffs,,20,Woman,Art and humanities,Left,3.9,0,1,1,1wb861bq,,,,,0
6,3i01vcg1,,0,2,1,exitq,Survey,2022-09-28 23:21:34.416263+00:00,1,,,0,6,, To increase my own earnings,when neither decision change anything, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Center,3.7,0,1,1,1wb861bq,,,,,0
7,d6zsgwy0,,0,2,1,exitq,Survey,2022-09-28 23:22:06.539049+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,19,Non-binary/gender diverse,Social sciences,Left,3.3,0,1,1,1wb861bq,,,,,0
8,wq4zil5b,,0,2,1,exitq,Survey,2022-09-28 23:21:29.731252+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,22,Woman,Social sciences,Left,3.7,0,1,1,1wb861bq,,,,,0
9,1nlp1bw3,,0,2,1,exitq,Survey,2022-09-28 23:22:04.569258+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Left,3.9,0,1,1,1wb861bq,,,,,0
10,44w1hy86,,0,2,1,exitq,Survey,2022-09-28 23:22:00.050237+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,18,Woman,Social sciences,Left,3.9,0,1,1,1wb861bq,,,,,0
11,wy365aqk,,0,2,1,exitq,Survey,2022-09-28 23:21:29.207647+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.6,0,1,1,1wb861bq,,,,,0
1,lnxudbfr,,0,2,1,exitq,Survey,2022-09-30 23:16:52.466713+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Center,3.9,0,1,1,f5ganm38,,,,,0
2,4lifgxcd,,0,2,1,exitq,Survey,2022-09-30 23:16:55.515334+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Left,3.8,0,1,1,f5ganm38,,,,,0
3,gyocngzh,,0,2,1,exitq,Survey,2022-09-30 23:16:53.491994+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.9,0,1,1,f5ganm38,,,,,0
4,dtguj7ad,,0,2,1,exitq,Survey,2022-09-30 23:16:52.423861+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,26,Woman,"Science, technology, engineering and mathematics",Left,3.4,0,1,1,f5ganm38,,,,,0
5,jgit2eer,,0,2,1,exitq,Survey,2022-09-30 23:16:48.140302+00:00,1,,,0,5,, To increase my own earnings,, To increase my own earnings,,21,Man,"Science, technology, engineering and mathematics",Center,3.3,0,1,1,f5ganm38,,,,,0
6,r9ym6qsd,,0,2,1,exitq,Survey,2022-09-30 23:16:53.903550+00:00,1,,,0,6,, To increase my own earnings,, To increase my own earnings,,21,Woman,"Science, technology, engineering and mathematics",Left,3.8,0,1,1,f5ganm38,,,,,0
7,883bmrxo,,0,2,1,exitq,Survey,2022-09-30 23:17:43.227756+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.4,0,1,1,f5ganm38,,,,,0
8,na8qvno2,,0,2,1,exitq,Survey,2022-09-30 23:17:21.096200+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.2,0,1,1,f5ganm38,,,,,0
9,ao1k81av,,0,2,1,exitq,Survey,2022-09-30 23:17:59.205342+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,21,Woman,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,f5ganm38,,,,,0
10,4ox9z4q4,,0,2,1,exitq,Survey,2022-09-30 23:16:52.929274+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.4,0,1,1,f5ganm38,,,,,0
11,wykk4eli,,0,2,1,exitq,Survey,2022-09-30 23:17:23.833159+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,23,Man,"Business, Finance",Center,3.2,0,1,1,f5ganm38,,,,,0
1,dbltta30,,0,2,1,exitq,Survey,2022-10-06 23:21:06.496692+00:00,1,,,0,1,,To help other participants ,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Center,3.8,0,1,1,62dskaqw,,,,,0
2,cxrw0igt,,0,2,1,exitq,Survey,2022-10-06 23:21:23.852164+00:00,1,,,0,2,,To ensure fair payoffs,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Center,3.0,0,1,1,62dskaqw,,,,,0
3,qwpk8rvr,,0,2,1,exitq,Survey,2022-10-06 23:21:38.484204+00:00,1,,,0,3,,To ensure fair payoffs,, To increase my own earnings,,18,Woman,Social sciences,Left,3.8,0,1,1,62dskaqw,,,,,0
4,s69xzjof,,0,2,1,exitq,Survey,2022-10-06 23:21:52.142760+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.8,0,1,1,62dskaqw,,,,,0
5,sv8j87mp,,0,2,1,exitq,Survey,2022-10-06 23:22:42.490001+00:00,1,,,0,5,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Left,3.5,0,1,1,62dskaqw,,,,,0
6,daumj4lk,,0,2,1,exitq,Survey,2022-10-06 23:21:44.792784+00:00,1,,,0,6,, To increase my own earnings,, To increase my own earnings,,22,Man,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,62dskaqw,,,,,0
7,jmr2fkuq,,0,2,1,exitq,Survey,2022-10-06 23:21:26.035960+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,20,Man,Social sciences,Left,4.0,0,1,1,62dskaqw,,,,,0
8,v26dj0en,,0,2,1,exitq,Survey,2022-10-06 23:21:02.575823+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,23,Woman,Social sciences,Left,3.9,0,1,1,62dskaqw,,,,,0
9,cc9g4on8,,0,2,1,exitq,Survey,2022-10-06 23:21:08.110006+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Left,3.1,0,1,1,62dskaqw,,,,,0
10,1on9qtgr,,0,2,1,exitq,Survey,2022-10-06 23:21:23.496254+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Center,3.7,0,1,1,62dskaqw,,,,,0
11,f4mq0szk,,0,2,1,exitq,Survey,2022-10-06 23:21:41.536429+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.7,0,1,1,62dskaqw,,,,,0
1,5aeo0rph,,0,2,1,exitq,Survey,2022-10-07 23:12:55.131691+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,20,Man,Social sciences,Center,3.0,0,1,1,sxiw222j,,,,,0
2,fmt88e4i,,0,2,1,exitq,Survey,2022-10-07 23:12:17.149193+00:00,1,,,0,2,, To increase my own earnings,,To ensure fair payoffs,,18,Woman,"Science, technology, engineering and mathematics",Right,0.0,0,1,1,sxiw222j,,,,,0
3,ha8wl2h7,,0,2,1,exitq,Survey,2022-10-07 23:11:49.948608+00:00,1,,,0,3,,To help other participants ,, To increase my own earnings,,19,Woman,Social sciences,Center,3.9,0,1,1,sxiw222j,,,,,0
4,mm5kjsoo,,0,2,1,exitq,Survey,2022-10-07 23:12:06.594742+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,22,Woman,Social sciences,Left,3.5,0,1,1,sxiw222j,,,,,0
5,ysqt04oq,,0,2,1,exitq,Survey,2022-10-07 23:12:02.848031+00:00,1,,,0,5,, To increase my own earnings,, To increase my own earnings,,20,Woman,Art and humanities,Left,3.9,0,1,1,sxiw222j,,,,,0
6,mqqxm5uq,,0,2,1,exitq,Survey,2022-10-07 23:12:04.842318+00:00,1,,,0,6,,To ensure fair payoffs,, To increase my own earnings,,20,Man,"Science, technology, engineering and mathematics",Center,3.6,0,1,1,sxiw222j,,,,,0
7,lj8a0lu2,,0,2,1,exitq,Survey,2022-10-07 23:13:05.676843+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,20,Woman,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,sxiw222j,,,,,0
8,5t58ghwv,,0,2,1,exitq,Survey,2022-10-07 23:12:31.897708+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,19,Man,Social sciences,Left,3.7,0,1,1,sxiw222j,,,,,0
9,u28ppozl,,0,2,1,exitq,Survey,2022-10-07 23:11:51.074901+00:00,1,,,0,9,,To ensure fair payoffs,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Left,3.7,0,1,1,sxiw222j,,,,,0
10,vcjdqhuc,,0,2,1,exitq,Survey,2022-10-07 23:12:11.350730+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,21,Man,"Science, technology, engineering and mathematics",Center,3.3,0,1,1,sxiw222j,,,,,0
11,htrrgyos,,0,2,1,exitq,Survey,2022-10-07 23:13:00.116104+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Man,"Science, technology, engineering and mathematics",Center,3.9,0,1,1,sxiw222j,,,,,0
1,1iaz49ah,,0,2,1,exitq,Survey,2022-10-12 23:53:32.817662+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,24,Woman,Not a student,Left,4.0,0,1,1,w765mr2p,,,,,0
2,vio97dtw,,0,2,1,exitq,Survey,2022-10-12 23:54:06.697169+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.8,0,1,1,w765mr2p,,,,,0
3,yxx10srq,,0,2,1,exitq,Survey,2022-10-12 23:54:36.566190+00:00,1,,,0,3,, To increase my own earnings,"If I make more money by accepting, I will accept.", To increase my own earnings,I will reject if the proposal makes me lose money.,19,Woman,"Science, technology, engineering and mathematics",Center,4.0,0,1,1,w765mr2p,,,,,0
4,x73e9gk8,,0,2,1,exitq,Survey,2022-10-12 23:53:56.109403+00:00,1,,,0,4,,To ensure fair payoffs,,To ensure fair payoffs,,21,Man,Social sciences,Left,2.8,0,1,1,w765mr2p,,,,,0
5,yrmwe3v0,,0,2,1,exitq,Survey,2022-10-12 23:53:39.126327+00:00,1,,,0,5,,To ensure fair payoffs,,To ensure fair payoffs,,19,Man,"Science, technology, engineering and mathematics",Center,3.9,0,1,1,w765mr2p,,,,,0
6,urd7c69k,,0,2,1,exitq,Survey,2022-10-12 23:53:33.215390+00:00,1,,,0,6,, To increase my own earnings,,To help other participants ,,20,Woman,Social sciences,Left,0.0,0,1,1,w765mr2p,,,,,0
7,u84o3hqt,,0,2,1,exitq,Survey,2022-10-12 23:53:28.198544+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Center,3.0,0,1,1,w765mr2p,,,,,0
8,0ssirzjs,,0,2,1,exitq,Survey,2022-10-12 23:54:02.667762+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,I also felt everyone was doing the same so I chose the majority vote to save my earnings,19,Woman,Social sciences,Center,2.4,0,1,1,w765mr2p,,,,,0
9,uvs03v4k,,0,2,1,exitq,Survey,2022-10-12 23:54:43.895580+00:00,1,,,0,9,, To increase my own earnings,,To help other participants ,,20,Woman,Social sciences,Left,0.0,0,1,1,w765mr2p,,,,,0
10,rkb13s2n,,0,2,1,exitq,Survey,2022-10-12 23:53:38.369313+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Left,4.0,0,1,1,w765mr2p,,,,,0
11,tydy4l3p,,0,2,1,exitq,Survey,2022-10-12 23:54:15.295896+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,18,Woman,"Business, Finance",Left,3.0,0,1,1,w765mr2p,,,,,0
1,m10cr2fd,,0,2,1,exitq,Survey,2022-10-19 23:22:28.371153+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,20,Woman,Social sciences,Left,3.8,0,1,1,js9yqve4,,,,,0
2,28x06no5,,0,2,1,exitq,Survey,2022-10-19 23:23:47.776682+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Left,3.1,0,1,1,js9yqve4,,,,,0
3,mbh8d936,,0,2,1,exitq,Survey,2022-10-19 23:22:24.881895+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,19,Man,Social sciences,Left,3.9,0,1,1,js9yqve4,,,,,0
4,9yeu5h58,,0,2,1,exitq,Survey,2022-10-19 23:23:43.474345+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,21,Woman,"Science, technology, engineering and mathematics",Left,3.5,0,1,1,js9yqve4,,,,,0
5,tmofaw2m,,0,2,1,exitq,Survey,2022-10-19 23:22:55.298127+00:00,1,,,0,5,, To increase my own earnings,,To ensure fair payoffs,,18,Woman,Social sciences,Left,0.0,0,1,1,js9yqve4,,,,,0
6,07i09y3o,,0,2,1,exitq,Survey,2022-10-19 23:22:43.159460+00:00,1,,,0,6,,To ensure fair payoffs,, To increase my own earnings,,18,Woman,Social sciences,Left,3.8,0,1,1,js9yqve4,,,,,0
7,q01nlofw,,0,2,1,exitq,Survey,2022-10-19 23:23:41.833988+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,18,Woman,Social sciences,Left,4.0,0,1,1,js9yqve4,,,,,0
8,1ee2qape,,0,2,1,exitq,Survey,2022-10-19 23:22:59.763981+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Right,3.0,0,1,1,js9yqve4,,,,,0
9,350ytjyc,,0,2,1,exitq,Survey,2022-10-19 23:23:07.505534+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,21,Man,Social sciences,Center,3.7,0,1,1,js9yqve4,,,,,0
10,yhx19pc0,,0,2,1,exitq,Survey,2022-10-19 23:23:36.757149+00:00,1,,,0,10,,To ensure fair payoffs,,To ensure fair payoffs,,20,Woman,Social sciences,Center,3.6,0,1,1,js9yqve4,,,,,0
11,obm5v3il,,0,2,1,exitq,Survey,2022-10-19 23:22:23.309910+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Left,3.9,0,1,1,js9yqve4,,,,,0
