participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.why_accept,player.other_accept,player.why_reject,player.other_reject,player.age,player.gender,player.major,player.political,player.gpa,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,ybv7vbj0,,0,2,1,exitq,Survey,2022-09-28 23:21:41.121589+00:00,1,,,0,1,, To increase my own earnings,, To increase my own earnings,,21,Man,"Business, Finance",Center,3.6,0,1,1,1wb861bq,,,,,0
2,wn4e9xgb,,0,2,1,exitq,Survey,2022-09-28 23:22:25.699525+00:00,1,,,0,2,, To increase my own earnings,, To increase my own earnings,,23,Man,Social sciences,Right,3.5,0,1,1,1wb861bq,,,,,0
3,w8dpnvf8,,0,2,1,exitq,Survey,2022-09-28 23:22:29.794076+00:00,1,,,0,3,, To increase my own earnings,, To increase my own earnings,,26,Man,"Science, technology, engineering and mathematics",Left,4.0,0,1,1,1wb861bq,,,,,0
4,ki3kxecz,,0,2,1,exitq,Survey,2022-09-28 23:21:57.844457+00:00,1,,,0,4,, To increase my own earnings,, To increase my own earnings,,19,Woman,Social sciences,Left,4.0,0,1,1,1wb861bq,,,,,0
5,jyhvrauc,,0,2,1,exitq,Survey,2022-09-28 23:22:23.069395+00:00,1,,,0,5,, To increase my own earnings,,To ensure fair payoffs,,20,Woman,Art and humanities,Left,3.9,0,1,1,1wb861bq,,,,,0
6,3i01vcg1,,0,2,1,exitq,Survey,2022-09-28 23:21:34.416263+00:00,1,,,0,6,, To increase my own earnings,when neither decision change anything, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Center,3.7,0,1,1,1wb861bq,,,,,0
7,d6zsgwy0,,0,2,1,exitq,Survey,2022-09-28 23:22:06.539049+00:00,1,,,0,7,, To increase my own earnings,, To increase my own earnings,,19,Non-binary/gender diverse,Social sciences,Left,3.3,0,1,1,1wb861bq,,,,,0
8,wq4zil5b,,0,2,1,exitq,Survey,2022-09-28 23:21:29.731252+00:00,1,,,0,8,, To increase my own earnings,, To increase my own earnings,,22,Woman,Social sciences,Left,3.7,0,1,1,1wb861bq,,,,,0
9,1nlp1bw3,,0,2,1,exitq,Survey,2022-09-28 23:22:04.569258+00:00,1,,,0,9,, To increase my own earnings,, To increase my own earnings,,19,Woman,"Science, technology, engineering and mathematics",Left,3.9,0,1,1,1wb861bq,,,,,0
10,44w1hy86,,0,2,1,exitq,Survey,2022-09-28 23:22:00.050237+00:00,1,,,0,10,, To increase my own earnings,, To increase my own earnings,,18,Woman,Social sciences,Left,3.9,0,1,1,1wb861bq,,,,,0
11,wy365aqk,,0,2,1,exitq,Survey,2022-09-28 23:21:29.207647+00:00,1,,,0,11,, To increase my own earnings,, To increase my own earnings,,21,Woman,Social sciences,Center,3.6,0,1,1,1wb861bq,,,,,0
